author,comment,sentiment,positive_score,negative_score,sentiment_score,channel,title
RXKingTeukuJhony,Bukan dikasih air tapi kasihkan Oxygen dingin yg dipompa ke pertalite  maka akan terpisah tu yg awalnya pertalite dan akan ada bulir H2O atas kandungan Ether Ethanol Oxygen 1.49 % v/v,netral,0,0,0,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
suhermanbrio7231,Saatnya Pertamina bangkrut mungkin karena karma banyak yg korupsi,negatif,0,2,-2,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
MuhammadVino-hf1jo,Hahahaha jls penyidik atau polisi jls nutup nutupin.dia takut kena dampak dari orang atas sono😂😂😂,negatif,0,1,-1,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
misbakhulubet1997,Cintai produk luar negri,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
suryahadinata468,"Ini Program nya Bahlil dan pertamina, membuat bengkel motor jadi ramai.",netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
janokoraden1381,Akibat Menteri ESDM orang Bahlul...,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
ronaldomarselinus15,Itu penyebnya karena pernah pake Pertamax,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
darwotocilacap9192,Pertamina mau untung besar tapi selalu bilang rugi,negatif,0,1,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
philipkeididpurwinto9004,"Kyk nya anda cmn dapetin janji doank mbak
krn struk bensin dan biaya perbaikan ga dilampirin",netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
bambangmuljonose.7784,"Apakah ada hubungan dgn cerita ""BBM vs Electric"" 😂😂😂",netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
DeyA_YT,Yg jadi korban rayat,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
suparmanparman6729,Pertamina jual ganti dengan BBM infor biar kita beli juga puas,positif,1,0,1,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
andrenoviarfirmansyah8277,Udh gk msuk akal sii rakyat selalu di rugikan ini mah,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
surya-y1h,awas itu mungkin sabotase agar orang ber alih ke motor dan mobil listrik,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
MiftakHul-f5h,Pokoknya usut tuntas .,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
pengamat..57,Pertamina banyak korupsinya.,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
abdusshomad6630,BAHLIL TUKANG OPLOS BBM = MALING UANG RAKYAT.,negatif,0,1,-1,Health Tips with Uloma,"apakah nama ibumu di sini, cek #roblox #trending #lucu"
Kalap_rowo,"Temqn saya baru tadi Sabtu siang 2 pengendara habis ngisi di pom demangan Lamongan , buat perjalanan ke Mojokerto brebet , lalu benainya di kuras abis terus di isi di Mojokerto langsung aman",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
MrbennWaruwu,Pertamina....blunder terus....udah kejadian baru dicek....ketahuan nyari duitnya....,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
abvan2922,😊😊😊😊😊😊,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
Mari_Selalu_Berbuat_Kebaikan,"Mari selalu berbuat banyak kebaikan, nam myoho renge kyo",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
abunurulrahmaauliatsani666,Bahlil bin bahlul harus dituntut ke pengadilan Pejabat yg membuat susah Rakyat.,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
PakbrotoPakbroto-g3d,Siapa yg berani dg Pertamina ? 😂😂😂😂,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
YMTV3114,Tanggung jawab sia Bahlul.,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
awd1224,Pak prabowo gimana tanggapan nya,netral,0,0,0,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
arsitekcholo554,"Meresahkan banyak akhir""ini disurabaya banyak yang motornya brebet mogok",netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
rohmanromdhonromdhon-sf3sn,Ayook demo,negatif,0,1,-1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
DGnadi,"Ngeri kali negri ini, sudah tau berbahaya untuk kendaraan, masih juga di perjual belikan.",negatif,0,2,-2,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
gilbertybanez5435,Kaltim lebih duluan ngerasain sebelum jatim.dan akhir nya penajam balikpapan dan Samarinda pada brebet semua.,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
FaizQalbi-h6e6w,Hampir semua spbu bkn tercampur tp memang d campur.,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
SunuSiswanto,Bahlil suruh tanggung jawab,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
didiksoepriadi1236,INDONESIA ......negara kita kaya tapi mengapa KAMU tega  sengsarakan RAKYATMU .....apakah ini yg dinamakan MERDEKA ......PERTAMINA BANYAK KASUS ....ganti saja dengan sepeda BATRE....atau kita kembali ke jaman di mana kita pakai SEPEDA ONTHEL,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
mrjoranpoh5640,"Harus di rombak mesin SPBU,harus di ganti transparan",positif,1,0,1,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
m2aquam231,Kukunya kok ada merah²nya bang? Habis kena getok palu kah?,netral,0,0,0,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
AgusHendarsah,GANTI RUGI.MTORNYA HARUS GANTI DG MTOR YG BARU.,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
JalilRakasiwi,Gara2 beli bensin..eee malah ke bengkel servis 250 000 melayang.gak   jadi beli beras  .yok opo  oki pak bah lhadalah??😭😭😭😭,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
jakariopermadi,"Perjabat2nya dipecat aja, kerjanya nda benar",positif,1,0,1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
FuadUmichusna-j3b,Apa iya ya..soalnya motorku baru jg servis juga blebek blebek gitu tarikannya,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
AnjiSky-yn1oi,"Ngga ada kompetisi, itulah akibatnya, bisa semena2",netral,0,0,0,Health Tips with Uloma,"apakah nama ibumu di sini, cek #roblox #trending #lucu"
Dewianjanisupardi,Kalau penguasanya kacau segalai kebijakannya akan kacau yg berimbasa akan kacau,negatif,0,3,-3,Health Tips with Uloma,"apakah nama ibumu di sini, cek #roblox #trending #lucu"
muhammadriduan8628,"Percaya Lo sama test uji dr Pertamina ? Yg bermasalah produk dia sendiri mana mau lah ngebongkar bobroknya ke publik. Harus di audit oleh pihak ke tiga yg ahli di bidangnya (shell, dkk). Laboratorium aja kalo akreditasi yg audit pihak lab luar masa Pertamina ngeaudit diri sendiri 😂😂😂",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
wisnusuyoso9627,"Bertahun tahun jualan bensin .......
G pernah bisa profesional.....
Yang beli cash semua ....",positif,1,0,1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
Awi-s5l,Balasan Allah kerna kita mempermainkan petronas suatu waktu dahulu. Bersyukurlah kpd pertamina😮😅😂😂😂,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
afrindo6795,"Tutup aja Pertamina ....!!!?
Shell dan Akr suruh buka lagi...",netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
Paraz808,Makin GK jelas pertamina,positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
MiftakHul-f5h,Pokoknya usut tuntas .,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
freddyhartono4828,"Ayo Pak Prabowo singkirkan Menteri"" bpk yg menyusahkan rakyat siapapun saja orgnya",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
jokoraharjo4250,Kenpa Bahlil gl d cari,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
AfAngel-l6j,NEPALKAN BAHLIL TAEk🤲🤲🤲🤲,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
scooteristjava0308,Emang bahlul,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
nadjickovkhoyr,Gresik banyak yg mogok,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
andi-rch,Kenapa gak ada yg berani nuntut?,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
SarmiliMili-x5v,Bagus langsung di sidak ke SPBU TDK bisa mengela ini nama nya mau buat curang ingin viral,positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
RustandiDedy,Bukan masalah di ganty karna bukan 1 x beli bukan solusi 😂😂😂😂 aneh,negatif,0,1,-1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
huraerahabu4879,Ini musim hujan kena air motornya dijalan,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
AhmadEndi-u1h,Pak presiden kok ga brani pecat Mentri ini,netral,0,0,0,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
philipkeididpurwinto9004,"Bahenol TOP dah pokoknya
Sempet bikin warga (Jatim) tersiksa berjamaah",positif,1,0,1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
anindya_indo,Ada  unsur kesengajaan  biar  beli lagi BBM ke Singapura.. Biar bermain main lagi.. Ini gampang dibaca.. Biar masyarakat.. Rame😂,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
NopalIwiL,"Yang harus di tertibkan itu pelangsiran jiregen, modus sepeda motor butut platnya mati dan mobil/truk butut platnya mati mereka menghabiskan pertalite dan di jual lagi dengan harga asal membeli di SPBU 10.700 dan di jual lagi 12.000",netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
kusmadichenkchannel4758,"Kok enak cuma minta ma'af, kompensasi nya apa.?",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
nadjickovkhoyr,Gresik banyak yg mogok,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
YohanYohanes-vs8kp,Semoga pak bowo membasmi mafia pertamax.,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
WalusiW,Coba campur BAHLIL n Pertalite...,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
SarjiAjisarji,"Udah ga beres 
Pengen untung gde tapi  ngruggin orang",netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
muhammadnurulwahyudi6273,"Jgn hanya pingin viral,, segera tindak tegas dan penjarakan",netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
habb-nk2we,modus lama pejabat² indonesia.  klo ketahuan br minta maaf . klo gk becus kerja mending mundur jd pejabat .. bikin susah masyarakat aja loe,negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
MohammadRadjak-b5c,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
juniarsowuriatmoko575,"Kalau ada hijau atau kuning atau yang lain .. maka kami tak akan sudi mampir ke merah.
Kami pernah bangga sama yang merah .. tapi sejak para bahlul mengelolanya, merah jadi busuk !!",netral,1,1,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
bambangmas7196,Hasil sidak dan solusinya bagaimana,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
WahyuSukoco-dy4ve,Sdah permainan itu pak bos d Lampung aj sdah lama Kya gt,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
SitiRumayah-u3d,"Gak cukup minta maaf,tangung jawab nya mana, yg curang itu bukan pom bensin. Tp pertamina itu yg harus di bersihkan",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
skynet8663,Lucu ...tangkap pejabat pertamina..jangan salahkan SPBU...,netral,1,1,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
AbidAdil-u7s,"Kasihan rakyat bensin premium warna kuning tolong di kembalikan lagi pak lebih bagus dari pada pertalite,masyarakat gresik",positif,1,0,1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
rabukamis6390,"Jamin mba d ganti.
Ganti org yg nemuin mksd nya.
😂😂😂😂",netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
IrpanMaulana-nik,goblog,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
Muarif123-oy9kz,Lihat MATAX Pertamina .jgn asal ngomong baik2 SJ .🖕🖕🖕,positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
SupriHartono-p4h,PANGGUNG SANDIWARA,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
yarideduwardhenuk7939,"NGAK AKAN DIRESPON TU, NGADU SAMPAI SATU TAHUN PUN NGAK AKAN DI RESPON",netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
saidsyahbana22,"Aneh bgt ,bukannya pihak pegawai pom selalu cek BBM yg di terima dr truck tangki Pertamina kok bisa kelolosan semua Y ,semoga ada pertanggung jawaban!...",negatif,0,1,-1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
HijrajSafaat,Gila gila,negatif,0,2,-2,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
MulyoRaharjo-rv6gx,Msh percaya janji pertamina kk,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
pengembarahitam8555,Akibat bahlil jd bahlul,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
dedimamluki,trus sebagai rakyat kita juga bingung petalite jelek peramax jelek trus mau nya gimana,negatif,0,3,-3,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
Kalap_rowo,"Temqn saya baru tadi Sabtu siang 2 pengendara habis ngisi di pom demangan Lamongan , buat perjalanan ke Mojokerto brebet , lalu benainya di kuras abis terus di isi di Mojokerto langsung aman",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
UmaySumarsono-x9i,Motorku jadi korban berebet mati dadakan jdi koma motorku,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
sudera-d8n,Sudah mulau konyol sembahrangan,negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
anjarginanjar3157,Kenapa gak di demo stop pakai etanol udh banyak korban giman lagi coba,negatif,0,1,-1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
safuck,Di Madura juga,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
akwetcen4334,hancur,negatif,0,1,-1,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
BambangPutra-w4b,Motor aq brebet mogok nganti pompa bensin ini semua gara gara pertamina bokne ancokkkk,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
KuntoWati-l1w5x,"Klo perlu jangan dicampur etanol jik butuh duwit ngo tuku  campur ae dengan air got kari nyiduk
Iki negoro opo? 
Iki negara endiii???",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
penjualairputih557,BBM kita mengandung kandungan koruptor 50%,negatif,0,1,-1,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
BambangPutra-w4b,Motor aq brebet mogok nganti pompa bensin ini semua gara gara pertamina bokne ancokkkk,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
MuhammadAlfiansyah-s1z,"BORO2 DIGANTI MBA, YG ADA KENA PRANK😅😅😅😅",netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
sumantomanto4521,Rakyat gak ada benarnya walaupun di rugikan,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
JoeST-zi7pr,PERTAMINA sarang KORUPTOR.. adapun MENTERI ESDM dan BUMN.... gakk kapable,negatif,0,1,-1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
anthayudha4461,Apa msih ga malu maksa Shell dkk hrus beli BBM dr Pertamina? Nanya doang 😅,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
TeddyAdiputra,oli mesin produksi Pertamina wajib dicek,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
killaz_21,"bukan bercampur air tapi pertamina ETANOLNYA kebanyakan 10%, jelas jelas dibuku panduan motor tidak boleh dari 10% kandungan etanol karena dapat merusak mesin 😂",positif,2,1,1,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
JevriCs,Bahlil shabat mekanik. Servisan. Melonjak tajam busi laku keras.😅😅😅,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
batmanfilm0131,"Pertamax rasa Pertalite, Pertalite rasa Oplosan",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
ruangngobrol4903,Ganti babibos..,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
arifwahyubasuki3329,Jenis etanol yang di pakai beda je is dengan jenis bioetanol,netral,0,0,0,Bang Alie,bbm oplosan ethanol #info #mekanik #OTOMOTIF
samsulmaarif4776,"DICEK SAMPEL PERTALITE
HASILNYA???
WANI BAYAR PIRO???",netral,0,0,0,Health Tips with Uloma,"apakah nama ibumu di sini, cek #roblox #trending #lucu"
teukuhabibi1312,Motor Vario baru keluar diller 5 hari mesin sehat 100% hari ini isi pertalite beberapa km jalan motor mogok  dan saya coba kuras pakai selang bau tidak setajam pertalite dulu dan berasa seperti alkohol. Lokasi Sidoarjo kota,negatif,0,1,-1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
hobikuofficial9667,"Setelah uji sample di spbu hasilnya kualitas pertalite terjamin dan tidak terkontaminasi dengan air. 
Lah iya lah airnya udah keisi ke tangki motor semua",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
abunurulrahmaauliatsani666,Bahlil bin bahlul harus dituntut ke pengadilan Pejabat yg membuat susah Rakyat.,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
JayacukHaryanto,Semakin bobrok,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
Yokoerlangga273,Saya kena mobil ama motor tarikan berat dan brebet,negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
UmaySumarsono-x9i,Panen masal bengkel2,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
azmanmadil2221,Ron 90. 🤦🏻🤦🏻🤦🏻,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
Graviel-z4l,Yng benar wah 😮,positif,2,0,2,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
DwyprasferdiantoroSugondop-n4i,"Berfikir logika saja..
Yang jual elu.
Yang cek lapangan elu.
Yang cek lab elu.
Yang uji lab elu.
Yang klarifikasi elu.",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
AisYah-q9k,"Periksa draeper yg mengangkut nya jangan""",netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
iswatimade,MBahlul mondor saja biar rakyat tidak sengsara.,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
